filename,width,height,class,xmin,ymin,xmax,ymax
5759c134-1965-4dd2-b71a-4eef4048f962___RS_LB 3975.JPG,256,256,Potato___Late_blight,26,8,238,240
57980690-2488-4715-ae89-84e84d17ee10___RS_LB 3978.JPG,256,256,Potato___Late_blight,38,22,250,241
57a137da-7424-4a9d-9e28-bce63decbdcf___RS_LB 2761.JPG,256,256,Potato___Late_blight,17,12,242,248
57bb36be-b5bc-44e0-91e5-0b1b4d31bc82___RS_Early.B 7311.JPG,256,256,Potato___Early_blight,27,14,214,243
57e262fc-e0ba-44db-a967-5ba6f1826e49___RS_HL 1897.JPG,256,256,healthy,32,1,223,237
57c5fe0f-ce93-412a-a29e-a70a4aa23649___RS_Early.B 6818.JPG,256,256,Potato___Early_blight,17,23,230,238
57e24d88-fd01-4422-b8b5-d688d2296184___RS_HL 5401.JPG,256,256,healthy,15,9,226,246
57c2663b-5d1d-4476-b067-38b2149c3b2d___RS_HL 1796.JPG,256,256,healthy,52,5,242,256
583fa343-d5be-414b-bd95-f674313bd882___RS_Early.B 7681.JPG,256,256,Potato___Early_blight,30,34,232,243
580e8c49-3b1c-46d2-b3f4-68f0b3de0d77___RS_LB 4063.JPG,256,256,Potato___Late_blight,22,16,243,244
58334b81-9aab-4b5c-b655-f7078a81135b___RS_LB 3846.JPG,256,256,Potato___Late_blight,15,15,228,241
585062b6-d5a4-4677-8b7f-773257399423___RS_Early.B 8558.JPG,256,256,Potato___Early_blight,19,23,235,239
58475c1a-a4c2-43bd-b361-60523b5c62d2___RS_LB 3912.JPG,256,256,Potato___Late_blight,37,14,250,242
5888d397-4e83-4fac-bcf7-0de778966d36___RS_Early.B 7418.JPG,256,256,Potato___Early_blight,26,28,227,225
58a381f9-5315-4865-9b35-43df8fd9bf42___RS_Early.B 9027.JPG,256,256,Potato___Early_blight,15,22,240,242
58a98860-86d8-41e7-9f8c-cc2ca5e90012___RS_HL 1758.JPG,256,256,healthy,36,21,233,220
58cb5c58-3161-4476-9361-3ee2673cc82b___RS_Early.B 7368.JPG,256,256,Potato___Early_blight,37,13,236,233
58adb74c-a1b3-4b9d-95b7-f0721c499388___RS_LB 4326.JPG,256,256,Potato___Late_blight,38,19,239,248
59676e33-8884-4359-83d9-e07df07f31a1___RS_Early.B 7041.JPG,256,256,Potato___Early_blight,36,37,227,249
593de3cd-1e2e-4943-b5f3-ef9d5d857894___RS_Early.B 8336.JPG,256,256,Potato___Early_blight,30,22,230,220
58f100f0-490b-4868-95d1-5883fc3432d3___RS_LB 3302.JPG,256,256,Potato___Late_blight,21,11,229,246
59f90f4b-add8-4f50-af1f-052b35aa99e1___RS_Early.B 9001.JPG,256,256,Potato___Early_blight,29,5,252,232
59dcc102-c55f-4a13-991e-8c53db4ce76d___RS_LB 5189.JPG,256,256,Potato___Late_blight,35,11,205,236
5a2996c9-ed8f-4c8d-bab3-b68a833b7811___RS_LB 4786.JPG,256,256,Potato___Late_blight,14,14,248,249
5a152fa7-7645-42ea-9c59-13258febe52f___RS_Early.B 7175.JPG,256,256,Potato___Early_blight,15,11,245,230
5a3fc4bb-a78c-4276-8934-f0b037ffb860___RS_HL 5412.JPG,256,256,healthy,40,22,241,241
5a6f3209-223e-43e5-8680-41dd3d5091ce___RS_Early.B 7288.JPG,256,256,Potato___Early_blight,53,29,227,232
5a42a288-8be0-4985-9ca5-105f75c8ee01___RS_LB 3275.JPG,256,256,Potato___Late_blight,28,19,238,237
5abfa537-636f-41df-a833-311a3018aac9___RS_Early.B 8176.JPG,256,256,Potato___Early_blight,26,14,226,235
5a7ca2a3-5bfc-47b7-9657-85a6c95a0956___RS_Early.B 7061.JPG,256,256,Potato___Early_blight,30,26,234,233
5a7127de-28ef-47fb-ba00-4b68bf0d4157___RS_LB 2822.JPG,256,256,Potato___Late_blight,18,15,239,239
5ad9dba9-ed81-437e-8d5d-1d6660514462___RS_LB 4439.JPG,256,256,Potato___Late_blight,27,9,235,233
5ada96db-43de-4510-8c10-eaaebb106c0c___RS_Early.B 7216.JPG,256,256,Potato___Early_blight,31,12,230,239
5b12fde1-fe3a-49fe-8430-479775018322___RS_LB 3071.JPG,256,256,Potato___Late_blight,14,20,239,234
5b3de8b6-0690-4a35-ab9d-ef6617c548ff___RS_LB 2925.JPG,256,256,Potato___Late_blight,27,11,233,241
5aee3e9f-0469-42e7-8ae7-56f7a1900fd5___RS_Early.B 9091.JPG,256,256,Potato___Early_blight,19,17,241,228
5b361ac7-6fb7-497a-b11d-3b8cd7ffd2e1___RS_Early.B 9206.JPG,256,256,Potato___Early_blight,17,9,246,243
5b816f46-32b8-4a67-9e73-760e3358bd06___RS_LB 3226.JPG,256,256,Potato___Late_blight,19,16,246,242
5bb77b39-311b-4ad1-8bfc-5a41a13b7b02___RS_Early.B 8255.JPG,256,256,Potato___Early_blight,21,9,221,239
5ba52ca6-9cd2-4fad-914a-af2f8fea65c6___RS_LB 4740.JPG,256,256,Potato___Late_blight,16,8,256,250
5bbebfcc-4e51-47ba-948c-46be12f1c170___RS_LB 2716.JPG,256,256,Potato___Late_blight,17,10,242,241
5c1c57f6-6aff-4bba-892e-43ff02311c3f___RS_LB 4046.JPG,256,256,Potato___Late_blight,37,27,239,217
5bdc7f1d-26cc-45b2-b77f-e98084418fd9___RS_Early.B 7486.JPG,256,256,Potato___Early_blight,39,20,217,233
5c43b799-a722-4209-b571-2a7ca23de273___RS_Early.B 7321.JPG,256,256,Potato___Early_blight,21,17,242,234
5c3363d5-5873-40f5-b179-37ab6df0328c___RS_Early.B 8828.JPG,256,256,Potato___Early_blight,18,2,234,231
5c43ce7b-f04a-4d0d-9305-47f0d83125c5___RS_LB 5033.JPG,256,256,Potato___Late_blight,28,12,231,250
5cb0b99b-2e14-43b3-aa51-51a7ce668793___RS_Early.B 7455.JPG,256,256,Potato___Early_blight,9,25,226,242
5caecfc6-8e1d-401b-8014-763dec01cb98___RS_Early.B 8063.JPG,256,256,Potato___Early_blight,18,31,216,228
5d1486fa-750f-47ca-a973-abc45ea5b4fe___RS_LB 4281.JPG,256,256,Potato___Late_blight,20,9,232,236
5cf3cf9d-0f81-4c75-b1d4-2defb49033c4___RS_Early.B 6806.JPG,256,256,Potato___Early_blight,22,23,210,232
5d505af8-3f73-4781-980c-a4a696a04550___RS_HL 1934.JPG,256,256,healthy,33,17,227,236
5d392db5-bf54-41f4-b76b-e3935dfe0154___RS_LB 3133.JPG,256,256,Potato___Late_blight,10,19,229,233
5cb360dd-5c17-4c57-b31d-97cd8dd8d0bd___RS_HL 1797.JPG,256,256,healthy,34,22,254,230
5d85a25d-ed5a-459d-89fc-8bc9118518bc___RS_LB 4646.JPG,256,256,Potato___Late_blight,38,15,225,232
5dbb2c15-fc42-4611-b590-9d92d4ce2a85___RS_Early.B 7312.JPG,256,256,Potato___Early_blight,11,15,225,209
5deee0ba-6bbb-450e-a107-102063e2f93b___RS_Early.B 7429.JPG,256,256,Potato___Early_blight,24,17,220,234
5de34904-b1e6-48ef-9daf-73d80f5cc6c3___RS_Early.B 8345.JPG,256,256,Potato___Early_blight,28,13,237,227
5dd2be45-9c02-4b82-a7be-ecbac29981a9___RS_Early.B 7947.JPG,256,256,Potato___Early_blight,18,15,225,236
5df30492-0b54-474d-8883-bba9474ca88f___RS_HL 1801.JPG,256,256,healthy,18,15,239,242
5e0acf9e-2d13-40bb-912c-e32a844fdd78___RS_LB 5292.JPG,256,256,Potato___Late_blight,19,18,235,226
5dfcdf05-e64e-4992-84b8-a9fc9c49ce3c___RS_Early.B 6711.JPG,256,256,Potato___Early_blight,28,20,242,205
5e356292-3046-4967-b1e7-f3e5cf7d0f75___RS_LB 4459.JPG,256,256,Potato___Late_blight,5,21,250,239
5e19b1f4-fd65-4c4d-bcd2-18c8c519eddb___RS_HL 1965.JPG,256,256,healthy,28,15,238,237
5e8203e5-b699-4d5a-acb5-08a5f06ee984___RS_LB 5291.JPG,256,256,Potato___Late_blight,32,11,240,233
5e92b00d-92ed-4de5-b3f7-0d14a076cf02___RS_LB 4004.JPG,256,256,Potato___Late_blight,57,26,226,229
5ea316eb-10a2-42c0-b781-40d90356ccaa___RS_HL 1935.JPG,256,256,healthy,28,4,234,244
5ebe5b4f-c3e3-435d-b2d5-49fa1002dbaa___RS_LB 2955.JPG,256,256,Potato___Late_blight,38,11,234,238
5ec337d4-aff8-4174-bae6-72c246db3ce0___RS_LB 3175.JPG,256,256,Potato___Late_blight,20,13,223,234
5f6e341d-3a02-4bc5-ae02-c0a343a835ea___RS_LB 4882.JPG,256,256,Potato___Late_blight,18,11,233,235
5f209b64-4a3c-4fd4-9151-83db4125e7fc___RS_Early.B 7284.JPG,256,256,Potato___Early_blight,15,14,241,232
5f0801e0-b127-4596-9f82-eb36f8ee5c85___RS_LB 3852.JPG,256,256,Potato___Late_blight,36,25,241,244
5fa21fbf-774d-48ec-916d-c1d7b8c11c82___RS_LB 4795.JPG,256,256,Potato___Late_blight,31,18,233,238
5fa695b2-89f6-4c5e-b62f-2be61e2ad23a___RS_Early.B 7232.JPG,256,256,Potato___Early_blight,24,16,232,229
5fcbde8f-52af-4963-b324-ff7f4dd6bd4c___RS_HL 1762.JPG,256,256,healthy,14,25,240,247
5fd6c76a-1e89-4991-9991-2b61670d5175___RS_Early.B 8208.JPG,256,256,Potato___Early_blight,14,13,233,237
5fbff81d-eeaf-430f-ba94-df6a92c7b8e2___RS_Early.B 6816.JPG,256,256,Potato___Early_blight,19,9,207,247
5fe37f29-fe15-42ac-93b5-90aa5337bd55___RS_LB 2514.JPG,256,256,Potato___Late_blight,20,17,227,235
600100de-8374-4ddd-a816-318235e27948___RS_LB 2895.JPG,256,256,Potato___Late_blight,14,12,236,229
6033f0b2-48e7-411c-a39b-86297f412c19___RS_LB 4020.JPG,256,256,Potato___Late_blight,43,17,214,235
60418916-8278-448a-af45-21ee8ef60a95___RS_Early.B 7957.JPG,256,256,Potato___Early_blight,8,8,243,230
60096f66-1bf2-4d8d-8137-ac2358ab71d0___RS_Early.B 6978.JPG,256,256,Potato___Early_blight,32,15,226,243
60463ced-752c-4af3-9082-1de380c572e4___RS_LB 2580.JPG,256,256,Potato___Late_blight,22,22,228,237
606e216d-f0b8-4ef3-9bf1-2bee85a13361___RS_Early.B 7094.JPG,256,256,Potato___Early_blight,17,18,220,239
60e9a878-13e0-4345-964c-fd807cd20bbb___RS_HL 1876.JPG,256,256,healthy,13,10,227,240
610d8d2d-c28d-4d99-9f37-a6a79148b529___RS_Early.B 8023.JPG,256,256,Potato___Early_blight,13,14,240,241
613b5b7f-225d-4df8-8893-0f30111925ae___RS_LB 4243.JPG,256,256,Potato___Late_blight,14,22,225,238
610fd102-fd1b-45c3-978b-68c65d432382___RS_Early.B 7819.JPG,256,256,Potato___Early_blight,13,12,225,231
6148bead-5236-461d-90ca-bc552dc95abc___RS_LB 2983.JPG,256,256,Potato___Late_blight,19,15,243,244
6173dbe2-1379-4241-a43e-7cbad448b6cc___RS_Early.B 6993.JPG,256,256,Potato___Early_blight,18,21,241,225
61a602c4-02e3-49e5-9858-5b1d4d4795f7___RS_Early.B 7875.JPG,256,256,Potato___Early_blight,10,14,238,235
61b8a692-91d8-40f5-a4a4-4d910875a638___RS_HL 1966.JPG,256,256,healthy,27,17,228,231
61d53ca2-a8e2-4e5d-b8cd-3f9608b74fc1___RS_Early.B 6746.JPG,256,256,Potato___Early_blight,32,29,237,222
61b05f0a-14bc-4c8f-a256-57c8b8898d8c___RS_HL 1769.JPG,256,256,healthy,9,11,237,241
61f4f7c5-cebe-471a-9be9-b595255b7fb4___RS_Early.B 7029.JPG,256,256,Potato___Early_blight,17,21,230,239
62490062-4c67-4caf-bec5-df1342ec2987___RS_Early.B 7946.JPG,256,256,Potato___Early_blight,17,12,243,249
61da9830-ebfd-483a-88dd-a66fcff4c457___RS_Early.B 7817.JPG,256,256,Potato___Early_blight,14,19,245,227
625cf166-4cb5-4e6f-ac94-1193698388f2___RS_LB 5427.JPG,256,256,Potato___Late_blight,26,8,232,234
625f9c30-b56a-4e4e-9b34-aab8d2385d02___RS_Early.B 7226.JPG,256,256,Potato___Early_blight,15,15,237,243
629303c0-a89e-4f67-9ac8-aa769cf3a163___RS_LB 3945.JPG,256,256,Potato___Late_blight,11,12,243,256
6269c9ec-ef8a-49b5-ab1a-451565529c38___RS_Early.B 7166.JPG,256,256,Potato___Early_blight,34,21,229,234
62e81304-8d1b-46ed-a79a-52cf53a63919___RS_Early.B 7363.JPG,256,256,Potato___Early_blight,17,20,225,239
6319585f-ed2f-4657-ae79-a23db65d0fce___RS_Early.B 7033.JPG,256,256,Potato___Early_blight,35,16,213,230
62d41420-8e32-47d2-9a37-698c07f7dc16___RS_LB 2543.JPG,256,256,Potato___Late_blight,32,12,249,246
63dc685e-676c-4c9c-8f83-8f54bc7d6139___RS_LB 4117.JPG,256,256,Potato___Late_blight,37,22,245,223
63490f84-88b0-4105-bb76-23990e98c692___RS_LB 3041.JPG,256,256,Potato___Late_blight,17,18,245,241
63ec8c33-368c-433d-8953-f28f30e5985f___RS_LB 2943.JPG,256,256,Potato___Late_blight,14,11,244,244
63b61694-16e9-4ef4-ad6f-5e27d2c9eed9___RS_Early.B 6871.JPG,256,256,Potato___Early_blight,8,12,214,232
63f59fdf-973f-4d9e-a1ac-4a21cdfb9393___RS_Early.B 8794.JPG,256,256,Potato___Early_blight,23,8,243,236
63f9b76b-c491-4ed3-923b-087967ea9268___RS_Early.B 7161.JPG,256,256,Potato___Early_blight,21,23,225,235
64cab763-3fa2-483c-abc6-1d203f26f88e___RS_Early.B 6671.JPG,256,256,Potato___Early_blight,25,16,235,233
6463a976-e8e1-4698-8044-c1b6db0ef5ee___RS_LB 4741.JPG,256,256,Potato___Late_blight,16,13,243,241
64df88c4-e308-48f3-b475-e2e6206bbd8a___RS_LB 3886.JPG,256,256,Potato___Late_blight,36,20,216,244
64ced002-f0b1-42b2-b448-b7b3655e38c1___RS_Early.B 9010.JPG,256,256,Potato___Early_blight,19,14,236,237
64fd9d16-28df-4dd7-9bb5-973bbd9ac6db___RS_LB 4654.JPG,256,256,Potato___Late_blight,30,20,207,256
6522615a-cbe1-4770-a137-25a2c081e1d9___RS_LB 2917.JPG,256,256,Potato___Late_blight,29,13,227,228
64e41485-8bd1-4b5d-9482-023eb07d8a89___RS_Early.B 9078.JPG,256,256,Potato___Early_blight,25,19,240,239
654aaf22-e23a-441d-ad57-914843a36c64___RS_Early.B 7924.JPG,256,256,Potato___Early_blight,7,12,238,249
655010d0-0bf7-4cba-8ebe-591a8bc5f552___RS_Early.B 7668.JPG,256,256,Potato___Early_blight,32,18,243,226
001187a0-57ab-4329-baff-e7246a9edeb0___RS_Early.B 8178.JPG,256,256,Potato___Early_blight,19,5,251,249
006cc01a-1888-4326-9b62-a65cb55a6377___RS_LB 5207.JPG,256,256,Potato___Late_blight,18,13,237,243
002a55fb-7a3d-4a3a-aca8-ce2d5ebc6925___RS_Early.B 8170.JPG,256,256,Potato___Early_blight,5,5,250,248
0051e5e8-d1c4-4a84-bf3a-a426cdad6285___RS_LB 4640.JPG,256,256,Potato___Late_blight,30,45,204,223
00695906-210d-4a9d-822e-986a17384115___RS_LB 4026.JPG,256,256,Potato___Late_blight,18,31,230,228
00b1f292-23dd-44d4-aad3-c1ffb6a6ad5a___RS_LB 4479.JPG,256,256,Potato___Late_blight,38,22,208,241
0085ef03-aec3-431a-99a1-de286e10c0cf___RS_LB 2949.JPG,256,256,Potato___Late_blight,17,9,245,244
009c8c31-f22d-4ffd-8f16-189c6f06c577___RS_Early.B 7885.JPG,256,256,Potato___Early_blight,7,9,250,244
00d8f10f-5038-4e0f-bb58-0b885ddc0cc5___RS_Early.B 8722.JPG,256,256,Potato___Early_blight,5,4,251,251
00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864.JPG,256,256,healthy,23,14,249,238
0114b195-844c-4978-93a9-b0d5aae010f1___RS_LB 2738.JPG,256,256,Potato___Late_blight,30,19,239,231
0182e991-97f0-4805-a1f7-6e1b4306d518___RS_Early.B 7015.JPG,256,256,Potato___Early_blight,21,15,238,234
01270f5c-a44b-4da7-9398-289088c197ab___RS_LB 2517.JPG,256,256,Potato___Late_blight,19,12,242,250
01ad74ce-eb28-42c7-9204-778d17cfd45c___RS_LB 2669.JPG,256,256,Potato___Late_blight,34,13,219,230
01a8cc9f-074a-4866-87c8-bb5a9e3895b4___RS_LB 2968.JPG,256,256,Potato___Late_blight,31,9,229,211
02282fee-ba3f-460e-91e0-630204ab96c2___RS_LB 5031.JPG,256,256,Potato___Late_blight,31,14,233,231
02212653-e92b-49aa-96b7-9497af51e502___RS_LB 3151.JPG,256,256,Potato___Late_blight,24,22,222,232
0201bf8e-27e3-4c92-ae97-2fb4f665b5d3___RS_LB 4320.JPG,256,256,Potato___Late_blight,42,18,244,207
025f3c76-6d6c-4dad-ba22-e3e72d084ef1___RS_LB 3105.JPG,256,256,Potato___Late_blight,11,17,237,238
02578b86-b234-4ac0-9bc3-691b5610e2bf___RS_Early.B 7562.JPG,256,256,Potato___Early_blight,22,11,243,243
0267d4ca-522e-4ca0-b1a2-ce925e5b54a2___RS_Early.B 7020.JPG,256,256,Potato___Early_blight,11,7,256,244
028f9b73-142f-499a-9c7b-d7c1ed5e5506___RS_Early.B 8546.JPG,256,256,Potato___Early_blight,11,9,243,244
02c8ff21-4e0a-4326-ba8f-089e5cb45b74___RS_LB 4089.JPG,256,256,Potato___Late_blight,60,20,229,230
030e8945-d3ce-4ad3-8a91-a14c18285249___RS_LB 2532.JPG,256,256,Potato___Late_blight,11,26,250,237
031672c9-bf0a-46bf-8b52-d7cdc067612e___RS_LB 5019.JPG,256,256,Potato___Late_blight,16,24,216,238
034a54f1-e3e9-4524-a318-9d253d9f1394___RS_LB 2893.JPG,256,256,Potato___Late_blight,21,12,230,238
034959c1-f1e8-4a79-a6d5-3c1d14efa2f3___RS_Early.B 7136.JPG,256,256,Potato___Early_blight,10,24,242,243
0396e413-e165-427a-ba72-04cbae7b8ab0___RS_LB 4751.JPG,256,256,Potato___Late_blight,19,13,250,231
031c39d3-9a91-4e81-85ac-b36512133b0a___RS_LB 5220.JPG,256,256,Potato___Late_blight,10,15,238,237
03b0d3c1-b5b0-48f4-98aa-f8904670290f___RS_Early.B 7051.JPG,256,256,Potato___Early_blight,2,7,242,244
042135e2-e126-4900-9212-d42d900b8125___RS_Early.B 8791.JPG,256,256,Potato___Early_blight,19,15,246,251
03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830.JPG,256,256,healthy,18,22,241,245
03bab48b-962b-4c08-bc98-da95237d20ac___RS_LB 3190.JPG,256,256,Potato___Late_blight,25,21,229,229
0441138d-5f9f-4ede-ab9a-49edabc605b3___RS_LB 4235.JPG,256,256,Potato___Late_blight,33,11,214,223
04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930.JPG,256,256,healthy,14,12,242,240
044c3abc-0bc9-45fb-8fd5-094aeb605f90___RS_Early.B 8044.JPG,256,256,Potato___Early_blight,15,5,256,252
046641c1-f837-49eb-b5f2-4109910a027c___RS_HL 1878.JPG,256,256,healthy,12,6,245,255
0450570b-44d1-4290-956d-5d970164a2e2___RS_LB 5160.JPG,256,256,Potato___Late_blight,18,15,244,254
048d18ae-98b1-484d-97da-5a0e69b9ebc1___RS_Early.B 6845.JPG,256,256,Potato___Early_blight,14,7,242,246
04b964fd-7033-4cdf-88ef-b1acbcd8183a___RS_LB 2783.JPG,256,256,Potato___Late_blight,22,25,234,238
04bbcc55-93d3-4a19-9137-8de036a8a4db___RS_LB 2647.JPG,256,256,Potato___Late_blight,19,15,240,233
04ce7b2d-5e41-43c6-9e11-e1bc4f5e4cca___RS_LB 3224.JPG,256,256,Potato___Late_blight,25,9,235,241
04c8e6b9-7710-4cdd-b259-2d78b15d1036___RS_Early.B 7066.JPG,256,256,Potato___Early_blight,16,15,221,243
04fd2a46-ddd4-4b0b-8f19-5ecca482a7d5___RS_Early.B 7273.JPG,256,256,Potato___Early_blight,13,15,250,246
04ee51b6-07e2-4182-84f8-46b22c8938a2___RS_Early.B 8091.JPG,256,256,Potato___Early_blight,15,7,248,249
050b6d37-4056-4c6c-8359-d7823a488531___RS_LB 3944.JPG,256,256,Potato___Late_blight,37,12,253,256
051089cf-e083-4fdb-9256-aac12b8a55d2___RS_LB 4078.JPG,256,256,Potato___Late_blight,31,14,243,238
04fe5855-ec9c-40b3-9893-ca8addc236bd___RS_LB 4913.JPG,256,256,Potato___Late_blight,41,26,225,227
053c5330-129d-4515-84da-82a701710723___RS_LB 4576.JPG,256,256,Potato___Late_blight,37,25,233,232
0525ac6e-1d1f-4866-89bd-af4b8ba9c46b___RS_LB 4814.JPG,256,256,Potato___Late_blight,25,18,224,233
05817623-2c4e-4517-88a1-fe81b9a73742___RS_LB 3920.JPG,256,256,Potato___Late_blight,26,14,245,233
059c9129-51b7-4d6b-9b57-f22e87568a0a___RS_LB 5118.JPG,256,256,Potato___Late_blight,11,20,235,234
05c29b23-ecdf-41fc-be67-910bb74cd67c___RS_LB 4016.JPG,256,256,Potato___Late_blight,24,23,208,225
05c35093-11b8-4cd0-b67a-148859754440___RS_Early.B 8939.JPG,256,256,Potato___Early_blight,14,10,241,256
05a51957-779c-4a2f-bf2a-d1fb03947793___RS_LB 4772.JPG,256,256,Potato___Late_blight,17,11,227,235
060fd5a7-1606-4a59-895b-604c90d6b414___RS_Early.B 7205.JPG,256,256,Potato___Early_blight,8,7,250,246
0604174e-3018-4faa-9975-0be32d2c0789___RS_Early.B 7123.JPG,256,256,Potato___Early_blight,35,17,246,254
0651be8e-a2d1-4b8a-97b8-1dc89d79fd26___RS_LB 3261.JPG,256,256,Potato___Late_blight,15,17,239,244
065fc68f-88c9-4fc3-b0a6-a6f5e1072eaa___RS_Early.B 7174.JPG,256,256,Potato___Early_blight,17,6,251,244
06554e38-28ce-429d-b8e9-520e61e3c58f___RS_LB 2692.JPG,256,256,Potato___Late_blight,24,12,225,231
0736dad0-be93-484b-9e89-bcb825fefda1___RS_LB 5454.JPG,256,256,Potato___Late_blight,17,13,235,233
06d9fcc9-4eea-4736-8392-5e483e2e948d___RS_Early.B 7411.JPG,256,256,Potato___Early_blight,16,4,236,243
073a7489-b8dd-4efc-8393-7f024fe8542a___RS_LB 2617.JPG,256,256,Potato___Late_blight,42,22,216,227
06ac6596-8d65-46dd-a343-a2209f3480e4___RS_Early.B 6921.JPG,256,256,Potato___Early_blight,13,2,248,246
07953ca1-8935-449f-b338-4357ed683b2d___RS_Early.B 6815.JPG,256,256,Potato___Early_blight,21,5,236,250
07baabd8-e118-47dd-9d8d-132d4347836a___RS_Early.B 8555.JPG,256,256,Potato___Early_blight,15,12,248,246
07d777f8-2c5a-48da-935e-f17c572b1e6e___RS_Early.B 7880.JPG,256,256,Potato___Early_blight,10,8,246,250
07dfb451-4378-49d1-b699-33a5fc49ff07___RS_HL 5399.JPG,256,256,healthy,38,17,224,247
07fea080-7f6b-48e9-b6b5-10d7daf57610___RS_LB 3210.JPG,256,256,Potato___Late_blight,24,16,233,237
07ff77ae-07b4-4a2d-9c4a-bb89bb4fb1ef___RS_LB 2985.JPG,256,256,Potato___Late_blight,14,14,242,241
089fb289-4bea-48b6-a29a-3a1d268d9dd3___RS_Early.B 8081.JPG,256,256,Potato___Early_blight,9,6,238,245
08029ccc-387e-4be6-9389-04f7b82fdb2a___RS_Early.B 9130.JPG,256,256,Potato___Early_blight,7,11,237,250
08392b44-ecc6-4f38-8566-361b552cfe21___RS_Early.B 7393.JPG,256,256,Potato___Early_blight,16,8,249,239
08194ca3-f0b2-4aaa-8df8-5ec5ddc6696a___RS_Early.B 8151.JPG,256,256,Potato___Early_blight,2,12,248,247
0898bffc-57aa-4fdb-92d1-fd6a03d2a011___RS_Early.B 6946.JPG,256,256,Potato___Early_blight,11,18,227,248
08a892eb-19cc-45ea-babc-181b98f89238___RS_Early.B 7367.JPG,256,256,Potato___Early_blight,17,13,235,236
08cf1add-91f8-41ea-bc13-54e7d1cb6da0___RS_Early.B 6865.JPG,256,256,Potato___Early_blight,19,11,237,244
08ce9666-2dda-4fa8-8d58-55bb9fa19484___RS_LB 3318.JPG,256,256,Potato___Late_blight,17,12,243,241
08bbd7f1-169d-4e38-946f-8d91589b263e___RS_Early.B 7106.JPG,256,256,Potato___Early_blight,30,16,244,246
08ddae0c-5328-4183-b16e-c980f197e471___RS_LB 2845.JPG,256,256,Potato___Late_blight,27,23,228,233
096a2c48-104c-4570-9e34-8dd60aa5ebcf___RS_Early.B 6979.JPG,256,256,Potato___Early_blight,8,13,243,241
094fbf4c-da00-4037-82af-03e712d8db47___RS_Early.B 6908.JPG,256,256,Potato___Early_blight,8,7,246,247
09287918-9f73-4707-823f-f4331f5114a3___RS_LB 2604.JPG,256,256,Potato___Late_blight,28,19,226,239
09a215a1-a539-4635-a27f-232229ff11f4___RS_LB 4529.JPG,256,256,Potato___Late_blight,6,23,235,230
096f6928-24dd-4efd-acc6-b8246318676c___RS_Early.B 8970.JPG,256,256,Potato___Early_blight,9,9,246,247
09fa42e4-1736-494e-8c46-50c6900586d6___RS_LB 5212.JPG,256,256,Potato___Late_blight,14,12,250,242
0a0744dc-8486-4fbb-a44b-4d63e6db6197___RS_Early.B 7575.JPG,256,256,Potato___Early_blight,14,9,241,239
09ab9573-90d5-4001-9b74-14551935deef___RS_Early.B 7603.JPG,256,256,Potato___Early_blight,17,10,243,243
0a47f32c-1724-4c8d-bfe4-986cedd3587b___RS_Early.B 8001.JPG,256,256,Potato___Early_blight,14,12,239,246
09a30eff-d386-456d-a6ce-ead7c0d6235b___RS_LB 5068.JPG,256,256,Potato___Late_blight,32,6,221,234
0acdc2b2-0dde-4073-8542-6fca275ab974___RS_LB 4857.JPG,256,256,Potato___Late_blight,26,14,235,241
0a6983a5-895e-4e68-9edb-88adf79211e9___RS_Early.B 9072.JPG,256,256,Potato___Early_blight,17,5,243,247
0a79700b-f834-41f5-ae51-6ceda6f67a48___RS_Early.B 8951.JPG,256,256,Potato___Early_blight,11,5,238,243
0a8a68ee-f587-4dea-beec-79d02e7d3fa4___RS_Early.B 8461.JPG,256,256,Potato___Early_blight,16,19,240,243
0ad3ba53-f01b-403b-a99d-5991eed85045___RS_Early.B 7600.JPG,256,256,Potato___Early_blight,13,23,238,223
0b3e5032-8ae8-49ac-8157-a1cac3df01dd___RS_HL 1817.JPG,256,256,healthy,13,18,246,240
0bbb8bce-2020-416b-8bd6-c160c2db9921___RS_Early.B 8386.JPG,256,256,Potato___Early_blight,22,22,237,234
0b2bdc8e-90fd-4bb4-bedb-485502fe8a96___RS_LB 4906.JPG,256,256,Potato___Late_blight,19,39,245,231
0b092cda-db8c-489d-8c46-23ac3835310d___RS_LB 4480.JPG,256,256,Potato___Late_blight,15,17,247,212
0be9d721-82f5-42c3-b535-7494afe01dbe___RS_HL 1814.JPG,256,256,healthy,1,17,203,256
0c4f6f72-c7a2-42e1-9671-41ab3bf37fe7___RS_Early.B 6752.JPG,256,256,Potato___Early_blight,24,17,246,222
0c5b14d9-8b1c-4c39-bb23-1835b5760caa___RS_Early.B 7937.JPG,256,256,Potato___Early_blight,17,8,251,216
0c2628d4-8d64-48a9-a157-19a9c902e304___RS_LB 4590.JPG,256,256,Potato___Late_blight,11,17,241,228
0c83302d-4233-4e98-8ecf-755a970495bb___RS_LB 4904.JPG,256,256,Potato___Late_blight,17,16,240,230
0caf6a39-3f5f-4201-a4d7-3ea35fdf1303___RS_Early.B 6762.JPG,256,256,Potato___Early_blight,34,12,236,227
0d2325ff-4e3e-44bf-9614-e5ad6c23fc16___RS_Early.B 6797.JPG,256,256,Potato___Early_blight,19,22,244,209
